Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 1237 sentence pairs
Counting words...
Counted words:
TEST_1_SRC 123
TEST_1_TAR 31
sentence, variant, correct, trajectory, translationtime, solvetime
"go to the purple room but avoid landmark one . if you reached to the purple room then you can head to landmark one or stay put .", "~ ( purple_room ) U ( blue_room )", False, , , 
"go to the purple room but avoid landmark one . if you reached to the purple room then you can head to landmark one or stay put .", "~ ( purple_room ) U ( landmark_1 )", False, , , 
"go to the blue room and if you have reached the blue room you may proceed to the orange room or stay in the blue room .", "~ ( blue_room ) U ( blue_room )", False, , , 
"go to the blue room and if you have reached the blue room you may proceed to the orange room or stay in the blue room .", "~ ( orange_room ) U ( blue_room )", True, , , 
"go to the blue room and if you have reached the blue room you may proceed to the orange room or stay in the blue room .", "~ ( yellow_room ) U ( blue_room )", False, , , 
"go to the blue room and if you have reached the blue room you may proceed to the orange room or stay in the blue room .", "~ ( purple_room ) U ( blue_room )", False, , , 
"go to the blue room and if you have reached the blue room you may proceed to the orange room or stay in the blue room .", "~ ( blue_room ) U ( orange_room )", False, , , 
"go to the blue room and if you have reached the blue room you may proceed to the orange room or stay in the blue room .", "~ ( blue_room ) U ( yellow_room )", False, , , 
"go to the blue room and if you have reached the blue room you may proceed to the orange room or stay in the blue room .", "~ ( green_room ) U ( blue_room )", False, , , 
"go to the blue room and if you have reached the blue room you may proceed to the orange room or stay in the blue room .", "~ ( landmark_1 ) U ( blue_room )", False, , , 
"go to the blue room and if you have reached the blue room you may proceed to the orange room or stay in the blue room .", "~ ( blue_room ) U ( purple_room )", False, , , 
"go through landmark two to the blue room .", "F ( landmark_2 & F ( blue_room ) )", True, , , 
"go through landmark two to the blue room .", "F ( blue_room & F ( blue_room ) )", False, , , 
"go through landmark two to the blue room .", "F ( landmark_1 & F ( blue_room ) )", False, , , 
"go through landmark two to the blue room .", "F ( landmark_2 & F ( yellow_room ) )", False, , , 
"go through landmark two to the blue room .", "F ( landmark_3 & F ( blue_room ) )", False, , , 
"go through landmark two to the blue room .", "F ( landmark_2 & F ( purple_room ) )", False, , , 
"go through landmark two to the blue room .", "F ( landmark_2 & F ( orange_room ) )", False, , , 
"go through landmark two to the blue room .", "F ( landmark_2 & F ( green_room ) )", False, , , 
"go through landmark two to the blue room .", "F ( landmark_2 & F ( red_room ) )", False, , , 
"go through landmark two to the blue room .", "F ( landmark_2 & F ( landmark_2 ) )", False, , , 
"avoid the blue room", "F ( third_floor & ~blue_room )", False, , , 
"avoid the blue room", "F ( first_floor & ~blue_room )", False, , , 
"avoid the blue room", "F ( second_floor & ~blue_room )", True, , , 
"avoid the blue room", "F ( blue_room & ~blue_room )", False, , , 
"avoid the blue room", "F ( landmark_1 & ~blue_room )", False, , , 
"avoid the blue room", "F ( third_floor & ~purple_room )", False, , , 
"avoid the blue room", "F ( landmark_2 & ~blue_room )", False, , , 
"avoid the blue room", "F ( ~blue_room & ~blue_room )", False, , , 
"go to the orange room without going to the purple room . if you reached the orange room now you can go to the purple room .", "~ ( purple_room ) U ( orange_room )", True, , , 
"go to the orange room without going to the purple room . if you reached the orange room now you can go to the purple room .", "~ ( orange_room ) U ( orange_room )", False, , , 
"go to the orange room without going to the purple room . if you reached the orange room now you can go to the purple room .", "~ ( purple_room ) U ( purple_room )", False, , , 
"go to the orange room without going to the purple room . if you reached the orange room now you can go to the purple room .", "~ ( orange_room ) U ( purple_room )", False, , , 
"go to the orange room without going to the purple room . if you reached the orange room now you can go to the purple room .", "~ ( purple_room ) U ( yellow_room )", False, , , 
"go to the orange room without going to the purple room . if you reached the orange room now you can go to the purple room .", "~ ( green_room ) U ( orange_room )", False, , , 
"go to the orange room without going to the purple room . if you reached the orange room now you can go to the purple room .", "~ ( purple_room ) U ( green_room )", False, , , 
"go to the orange room without going to the purple room . if you reached the orange room now you can go to the purple room .", "~ ( yellow_room ) U ( orange_room )", False, , , 
"avoid the green room until passing landmark one .", "~ ( green_room ) U ( landmark_1 )", True, , , 
"avoid the green room until passing landmark one .", "~ ( landmark_1 ) U ( landmark_1 )", False, , , 
"avoid the green room until passing landmark one .", "~ ( green_room ) U ( green_room )", False, , , 
"avoid the green room until passing landmark one .", "~ ( green_room ) U ( landmark_3 )", False, , , 
"avoid the green room until passing landmark one .", "~ ( yellow_room ) U ( landmark_1 )", False, , , 
"avoid the green room until passing landmark one .", "~ ( green_room ) U ( orange_room )", False, , , 
"avoid the green room until passing landmark one .", "~ ( orange_room ) U ( landmark_1 )", False, , , 
"avoid the green room until passing landmark one .", "~ ( green_room ) U ( yellow_room )", False, , , 
"avoid the green room until passing landmark one .", "~ ( green_room ) U ( landmark_2 )", False, , , 
"avoid the blue room", "F ( third_floor & ~blue_room )", True, , , 
"avoid the blue room", "F ( first_floor & ~blue_room )", False, , , 
"avoid the blue room", "F ( second_floor & ~blue_room )", False, , , 
"avoid the blue room", "F ( blue_room & ~blue_room )", False, , , 
"avoid the blue room", "F ( landmark_1 & ~blue_room )", False, , , 
"avoid the blue room", "F ( third_floor & ~purple_room )", False, , , 
"avoid the blue room", "F ( landmark_2 & ~blue_room )", False, , , 
"avoid the blue room", "F ( ~blue_room & ~blue_room )", False, , , 
"go to the blue room through the twond floor", "F ( third_floor & F ( blue_room ) )", True, , , 
"go to the blue room through the twond floor", "F ( second_floor & F ( blue_room ) )", False, , , 
"go to the blue room through the twond floor", "F ( first_floor & F ( blue_room ) )", False, , , 
"go to the blue room through the twond floor", "F ( blue_room & F ( blue_room ) )", False, , , 
"go to the blue room through the twond floor", "F ( third_floor & F ( purple_room ) )", False, , , 
"go to the blue room through the twond floor", "F ( third_floor & F ( orange_room ) )", False, , , 
"go to the blue room through the twond floor", "F ( second_floor & F ( purple_room ) )", False, , , 
"go to the blue room through the twond floor", "F ( third_floor & F ( green_room ) )", False, , , 
"go to the blue room through the twond floor", "F ( third_floor & F ( yellow_room ) )", False, , , 
"go to the blue room through the twond floor", "F ( second_floor & F ( orange_room ) )", False, , , 
"avoid the orange room until reaching the first floor .", "~ ( orange_room ) U ( first_floor )", True, , , 
"avoid the orange room until reaching the first floor .", "~ ( orange_room ) U ( second_floor )", False, , , 
"avoid the orange room until reaching the first floor .", "~ ( orange_room ) U ( orange_room )", False, , , 
"avoid the orange room until reaching the first floor .", "~ ( orange_room ) U ( third_floor )", False, , , 
"avoid the orange room until reaching the first floor .", "~ ( green_room ) U ( first_floor )", False, , , 
"avoid the orange room until reaching the first floor .", "~ ( yellow_room ) U ( first_floor )", False, , , 
"avoid the orange room until reaching the first floor .", "F ( orange_room ) U ( first_floor )", False, , , 
"go to or through the red room . always avoid going to the red room through landmark two", "~ ( landmark_2 ) U ( red_room )", True, , , 
"go to or through the red room . always avoid going to the red room through landmark two", "~ ( landmark_2 ) U ( green_room )", False, , , 
"go to or through the red room . always avoid going to the red room through landmark two", "~ ( landmark_2 ) U ( landmark_2 )", False, , , 
"go to or through the red room . always avoid going to the red room through landmark two", "~ ( red_room ) U ( red_room )", False, , , 
"go to or through the red room . always avoid going to the red room through landmark two", "~ ( landmark_2 ) U ( purple_room )", False, , , 
"go to or through the red room . always avoid going to the red room through landmark two", "~ ( landmark_1 ) U ( red_room )", False, , , 
"go to or through the red room . always avoid going to the red room through landmark two", "~ ( landmark_2 ) U ( orange_room )", False, , , 
"go to or through the red room . always avoid going to the red room through landmark two", "~ ( landmark_3 ) U ( red_room )", False, , , 
"go to the yellow room through landmark two", "F ( landmark_2 & F ( yellow_room ) )", True, , , 
"go to the yellow room through landmark two", "F ( landmark_2 & F ( landmark_2 ) )", False, , , 
"go to the yellow room through landmark two", "F ( yellow_room & F ( yellow_room ) )", False, , , 
"go to the yellow room through landmark two", "F ( landmark_2 & F ( green_room ) )", False, , , 
"go to the yellow room through landmark two", "F ( yellow_room & F ( landmark_2 ) )", False, , , 
"go to the yellow room through landmark two", "F ( landmark_1 & F ( yellow_room ) )", False, , , 
"go to the yellow room through landmark two", "F ( landmark_2 & F ( red_room ) )", False, , , 
"go to the yellow room through landmark two", "F ( landmark_3 & F ( yellow_room ) )", False, , , 
"go to the yellow room through landmark two", "F ( landmark_2 & F ( purple_room ) )", False, , , 
"go to the purple room while always avoiding the red room", "F ( purple_room & ~red_room )", True, , , 
"go to the purple room while always avoiding the red room", "F ( red_room & ~red_room )", False, , , 
